SURVEY_ID,SURVEY_SPECIES_ID,SPECIES_ID,SPECIES_RUN_ID,RUN_NUMBER,LW_MEASURED_ID,FISH_LENGTH,FISH_WEIGHT,AGE_BAND,NALL_AGE
115259,434903,111,563094,1,5769876,185,,>1+,
115259,434903,111,563094,1,5769875,175,,>1+,
115259,434903,111,563094,1,5769873,180,,>1+,
115259,434903,111,563094,1,5769871,160,,>1+,
115259,434903,111,563094,1,5769869,185,,>1+,
82899,281614,118,330311,1,4157595,170,,>1+,
82899,281614,118,330311,1,4157594,172,,>1+,
113290,427124,111,550149,1,5672884,175,,>1+,
113290,427124,111,550149,1,5672879,190,,>1+,
115231,434818,111,563004,1,5769224,170,,>1+,
115225,434797,111,562983,1,5768948,175,,>1+,
115225,434797,111,562983,1,5768947,160,,>1+,
115225,434797,111,562983,1,5768946,155,,>1+,
115516,435970,111,564620,1,5785459,160,,>1+,
113480,427706,111,551086,1,5679403,175,,>1+,
138614,561007,111,750323,1,7455646,205,,>1+,
138614,561007,111,750323,1,7455645,260,,>1+,
138614,561007,111,750323,1,7455644,209,,>1+,
138614,561007,111,750323,1,7455642,220,,>1+,
138614,561007,111,750323,1,7455640,136,,>1+,
138614,561007,111,750323,1,7455639,140,,>1+,
138614,561007,111,750323,1,7455638,210,,>1+,
138614,561007,111,750323,1,7455637,192,,>1+,
138614,561007,111,750323,1,7455636,245,,>1+,
138614,561007,111,750323,1,7455635,210,,>1+,
138614,561007,111,750323,1,7455633,258,,>1+,
138614,561007,111,750323,1,7455631,230,,>1+,
138614,561007,111,750323,1,7455630,280,,>1+,
138614,561007,111,750323,1,7455629,245,,>1+,
138614,561007,111,750323,1,7455632,245,,>1+,
115108,434365,111,562510,1,5764073,185,,>1+,
115108,434365,111,562510,1,5764072,180,,>1+,
115108,434365,111,562510,1,5764071,165,,>1+,
115108,434365,111,562510,1,5764070,160,,>1+,
113452,427616,111,550971,1,5677298,160,,>1+,
113452,427616,111,550971,1,5677292,190,,>1+,
115041,434093,111,562111,1,5757843,175,,>1+,
115041,434093,111,562111,1,5757842,175,,>1+,
115139,434497,111,562668,1,5766416,185,,>1+,
115139,434497,111,562668,1,5766415,170,,>1+,
115139,434496,118,562667,1,5766398,160,,>1+,
115249,434883,111,563069,1,5769708,180,,>1+,
115249,434883,111,563069,1,5769707,160,,>1+,
115249,434883,111,563069,1,5769706,155,,>1+,
124451,482122,111,641847,1,6440497,497,,>1+,
124451,482122,111,641847,1,6440480,185,,>1+,
124450,482118,111,641843,1,6440307,238,,>1+,
121131,462699,111,611001,1,6208650,259,,>1+,
121131,462699,111,611001,1,6208649,228,,>1+,
121131,462699,111,611001,1,6208648,198,,>1+,
121131,462699,111,611001,1,6208647,147,,>1+,
121131,462699,111,611001,1,6208646,138,,>1+,
121131,462699,111,611001,1,6208645,129,,>1+,
150805,664535,111,880743,1,8447531,154,,>1+,
150805,664535,111,880743,1,8447530,168,,>1+,
150805,664535,111,880743,1,8447529,184,,>1+,
150805,664535,111,880743,1,8447528,145,,>1+,
121075,462438,111,610533,1,6203419,220,,>1+,
121075,462438,111,610533,1,6203412,273,,>1+,
129200,507485,111,679340,1,6811294,170,,>1+,
138275,560161,111,749110,1,7441975,479,,>1+,
138275,560161,111,749110,1,7441974,274,,>1+,
138275,560161,111,749110,1,7441973,180,,>1+,
138275,560161,111,749110,1,7441972,193,,>1+,
138275,560161,111,749110,1,7441971,620,,>1+,
138275,560161,111,749110,1,7441970,600,,>1+,
107589,401889,111,511846,1,5288729,148,,>1+,
78714,259560,111,288565,1,3842184,220,,>1+,
78714,259560,111,288565,1,3842183,220,,>1+,
78714,259560,111,288565,1,3842182,190,,>1+,
72915,228932,111,235045,1,3584593,190,,>1+,
107336,400823,118,510351,1,5270979,143,,>1+,
138279,560157,111,749106,1,7441969,459,,>1+,
78223,254960,111,282098,1,3796071,268,,>1+,
78223,254960,111,282098,1,3796070,212,,>1+,
78223,254960,111,282098,1,3796086,166,,>1+,
78223,254960,111,282098,1,3796083,182,,>1+,
78223,254960,111,282098,1,3796076,183,,>1+,
78223,254960,111,282098,1,3796075,201,,>1+,
78223,254960,111,282098,1,3796074,222,,>1+,
78223,254960,111,282098,1,3796073,216,,>1+,
77629,252653,111,278378,1,3772434,180,,>1+,
23605,55035,111,62826,1,577669,186,,>1+,
23605,55035,111,62826,1,577668,183,,>1+,
23605,55035,111,62826,1,577667,186,,>1+,
23605,55035,111,62826,1,577665,237,,>1+,
23605,55035,111,62826,1,577664,248,,>1+,
23605,55035,111,62826,1,577663,239,,>1+,
23605,55035,111,62826,1,577662,187,,>1+,
23605,55035,111,62826,1,577661,242,,>1+,
23605,55035,111,62826,1,577659,213,,>1+,
23605,55035,111,62826,1,577658,264,,>1+,
23605,55035,111,62826,1,577657,223,,>1+,
23605,55035,111,62826,1,577656,288,,>1+,
23605,55035,111,62826,1,577655,277,,>1+,
23605,55035,111,62826,1,577654,317,,>1+,
23605,55035,111,62826,1,577653,268,,>1+,
23605,55035,111,62826,1,577652,282,,>1+,
23605,55035,111,62826,1,577651,312,,>1+,
23605,55035,111,62826,1,577649,171,,>1+,
23605,55035,111,62826,1,577648,277,,>1+,
23605,55035,111,62826,1,577647,206,,>1+,
23605,55035,111,62826,1,577646,193,,>1+,
23605,55035,111,62826,1,577645,202,,>1+,
23605,55035,111,62826,1,577644,186,,>1+,
23605,55035,111,62826,1,577643,218,,>1+,
23605,55035,111,62826,1,577642,183,,>1+,
23605,55035,111,62826,1,577641,216,,>1+,
23605,55035,111,62826,1,577640,193,,>1+,
23605,55035,111,62826,1,577639,177,,>1+,
23605,55035,111,62826,1,577638,177,,>1+,
23605,55035,111,62826,1,577637,256,,>1+,
23605,55035,111,62826,1,577636,312,,>1+,
23605,55035,111,62826,1,577635,372,,>1+,
23605,55035,111,62826,1,577631,178,,>1+,
23605,55035,111,62826,1,577625,181,,>1+,
23605,55035,111,62826,1,577624,177,,>1+,
23605,55035,111,62826,1,577623,206,,>1+,
23605,55035,111,62826,1,577622,262,,>1+,
23605,55035,111,62826,1,577620,186,,>1+,
23605,55035,111,62826,1,577619,172,,>1+,
23605,55035,111,62826,1,577618,194,,>1+,
23605,55035,111,62826,1,577617,189,,>1+,
23605,55035,111,62826,1,577615,253,,>1+,
23605,55035,111,62826,1,577614,223,,>1+,
23605,55035,111,62826,1,577613,204,,>1+,
23605,55035,111,62826,1,577612,241,,>1+,
23605,55035,111,62826,1,577611,251,,>1+,
23605,55035,111,62826,1,577610,223,,>1+,
23605,55035,111,62826,1,577608,171,,>1+,
23605,55035,111,62826,1,577607,246,,>1+,
23605,55035,111,62826,1,577606,163,,>1+,
23605,55035,111,62826,1,577605,197,,>1+,
23605,55035,111,62826,1,577604,202,,>1+,
23605,55035,111,62826,1,577603,242,,>1+,
23605,55035,111,62826,1,577602,203,,>1+,
23605,55035,111,62826,1,577601,332,,>1+,
23605,55035,111,62826,1,577598,257,,>1+,
23605,55035,111,62826,1,577597,233,,>1+,
23605,55035,111,62826,1,577596,187,,>1+,
23605,55035,111,62826,1,577595,172,,>1+,
23605,55035,111,62826,1,577592,200,,>1+,
23605,55035,111,62826,1,577591,241,,>1+,
23605,55035,111,62826,1,577589,194,,>1+,
23605,55035,111,62826,1,577588,183,,>1+,
23605,55035,111,62826,1,577587,327,,>1+,
23605,55035,111,62826,1,577586,287,,>1+,
23605,55035,111,62826,1,577585,226,,>1+,
23605,55035,111,62826,1,577584,187,,>1+,
23605,55035,111,62826,1,577583,251,,>1+,
23605,55035,111,62826,1,577582,182,,>1+,
23605,55035,111,62826,1,577581,227,,>1+,
23605,55035,111,62826,1,577580,246,,>1+,
23605,55035,111,62826,1,577579,218,,>1+,
23605,55035,111,62826,1,577577,207,,>1+,
23605,55035,111,62826,1,577576,187,,>1+,
23605,55035,111,62826,1,577575,293,,>1+,
23605,55035,111,62826,1,577574,186,,>1+,
23605,55035,111,62826,1,577573,201,,>1+,
23605,55035,111,62826,1,577572,179,,>1+,
23605,55035,111,62826,1,577571,194,,>1+,
23605,55035,111,62826,1,577570,256,,>1+,
23605,55035,111,62826,1,577566,199,,>1+,
23605,55035,111,62826,1,577565,174,,>1+,
23605,55035,111,62826,1,577564,172,,>1+,
23605,55035,111,62826,1,577561,204,,>1+,
23605,55035,111,62826,1,577560,178,,>1+,
23605,55035,111,62826,1,577563,179,,>1+,
23605,55035,111,62826,1,577559,172,,>1+,
23605,55035,111,62826,1,577558,444,,>1+,
23605,55035,111,62826,1,577557,446,,>1+,
23605,55035,111,62826,1,577556,507,,>1+,
23605,55035,111,62826,1,577555,456,,>1+,
23605,55035,111,62826,1,577554,516,,>1+,
23605,55035,111,62826,1,577553,624,,>1+,
23605,55035,111,62826,1,577552,593,,>1+,
23605,55035,111,62826,1,577551,486,,>1+,
23605,55035,111,62826,1,577550,664,,>1+,
23605,55035,111,62826,1,577549,439,,>1+,
23605,55035,111,62826,1,577548,521,,>1+,
23605,55035,111,62826,1,577547,438,,>1+,
