AGENCY_AREA,SEA_AREA,WATERBODY_TYPE_DESCRIPTION,WATER_BODY,SITE_ID,SITE_VERSION,SITE_NGR_PREFIX,SITE_EASTING,SITE_NORTHING,SITE_NGR_10_FIG,SITE_FULL_EASTING,SITE_FULL_NORTHING,WIMS_SITE_ID,WFD_WATERBODY_ID,SAMPLE_ID,SAMPLE_VERSION,REPLICATE_CODE,SURVEY_CODE,SAMPLE_NGR_PREFIX,SAMPLE_EASTING,SAMPLE_NORTHING,SAMPLE_NGR_10_FIG,SAMPLE_FULL_EASTING,SAMPLE_FULL_NORTHING,SAMPLE_DATE,SAMPLE_TYPE_DESCRIPTION,SAMPLE_METHOD_DESCRIPTION,SAMPLE_REASON,ANALYSIS_ID,DATE_OF_ANALYSIS,ANALYSIS_TYPE_DESCRIPTION,ANALYSIS_METHOD_DESCRIPTION,SAMPLE_VOLUME,ANALYSIS_COUNT_STRATEGY_DESC,ID_STRATEGY_DESC,TAXON_LIST_ITEM_KEY,TAXON_QUALIFIER_DESC,SACFOR_ABUNDANCE,SAMPLE_VOLUME_TAXON,TAXON_SETTLING_TIME,TAXON_COUNTING_STRATEGY_DESC,CELLS_LITRE,COLS_LITRE,IS_THIRD_PARTY_DATA
ANGLIAN - CENTRAL,WASH,ESTUARY: Lower section of a river between freshwater limit and the sea,GT. OUSE ESTUARY,148190,2,TF,58650,26600,TF5865026600,558650,326600,62M31,GB530503300300,585856,1,GRO001120608P,GRO170108P,TF,58741,26346,TF5874126346,558741,326346,20080612000000,MARINE: PHYTOPLANKTON,MARINE: Surface water sample,National: WATER FRAMEWORK DIRECTIVE: Surveillance monitoring,576976,20080612000000,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,SEDIMENTATION CHAMBER: Sedimentation chamber (algae counts),5.000,Whole Chamber,,NBNSYS0100050496,,,5.000,24.00,Whole Chamber,3400.000,,No
ANGLIAN - CENTRAL,WASH,ESTUARY: Lower section of a river between freshwater limit and the sea,GT. OUSE ESTUARY,148190,2,TF,58650,26600,TF5865026600,558650,326600,62M31,GB530503300300,585856,1,GRO001120608P,GRO170108P,TF,58741,26346,TF5874126346,558741,326346,20080612000000,MARINE: PHYTOPLANKTON,MARINE: Surface water sample,National: WATER FRAMEWORK DIRECTIVE: Surveillance monitoring,576976,20080612000000,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,SEDIMENTATION CHAMBER: Sedimentation chamber (algae counts),5.000,Whole Chamber,,NHMSYS0000558706,,,5.000,24.00,Whole Chamber,800.000,,No
ANGLIAN - CENTRAL,WASH,ESTUARY: Lower section of a river between freshwater limit and the sea,GT. OUSE ESTUARY,148190,2,TF,58650,26600,TF5865026600,558650,326600,62M31,GB530503300300,585856,1,GRO001120608P,GRO170108P,TF,58741,26346,TF5874126346,558741,326346,20080612000000,MARINE: PHYTOPLANKTON,MARINE: Surface water sample,National: WATER FRAMEWORK DIRECTIVE: Surveillance monitoring,576976,20080612000000,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,SEDIMENTATION CHAMBER: Sedimentation chamber (algae counts),5.000,Whole Chamber,,NBNSYS0100052297,,,5.000,24.00,Whole Chamber,35800.000,,No
ANGLIAN - CENTRAL,WASH,ESTUARY: Lower section of a river between freshwater limit and the sea,GT. OUSE ESTUARY,148190,2,TF,58650,26600,TF5865026600,558650,326600,62M31,GB530503300300,585856,1,GRO001120608P,GRO170108P,TF,58741,26346,TF5874126346,558741,326346,20080612000000,MARINE: PHYTOPLANKTON,MARINE: Surface water sample,National: WATER FRAMEWORK DIRECTIVE: Surveillance monitoring,576976,20080612000000,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,SEDIMENTATION CHAMBER: Sedimentation chamber (algae counts),5.000,Whole Chamber,,NHMSYS0000558735,,,5.000,24.00,Whole Chamber,800.000,,No
ANGLIAN - CENTRAL,WASH,ESTUARY: Lower section of a river between freshwater limit and the sea,GT. OUSE ESTUARY,148190,2,TF,58650,26600,TF5865026600,558650,326600,62M31,GB530503300300,585860,1,GRO001210708P,GRO170108P,TF,58738,26320,TF5873826320,558738,326320,20080721000000,MARINE: PHYTOPLANKTON,MARINE: Surface water sample,National: WATER FRAMEWORK DIRECTIVE: Surveillance monitoring,699616,20150101000000,Not Recorded,Not Recorded,5.000,Not Recorded,,NHMSYS0020749190,,,5.000,24.00,Not Recorded,1.000,,No
ANGLIAN - CENTRAL,WASH,ESTUARY: Lower section of a river between freshwater limit and the sea,GT. OUSE ESTUARY,148190,2,TF,58650,26600,TF5865026600,558650,326600,62M31,GB530503300300,591182,1,GRO001140808P,GRO170108P,TF,58735,26341,TF5873526341,558735,326341,20080814000000,MARINE: PHYTOPLANKTON,MARINE: Surface water sample,National: WATER FRAMEWORK DIRECTIVE: Surveillance monitoring,699617,20150101000000,Not Recorded,Not Recorded,5.000,Not Recorded,,NHMSYS0020749190,,,5.000,24.00,Not Recorded,1.000,,No
ANGLIAN - CENTRAL,WASH,ESTUARY: Lower section of a river between freshwater limit and the sea,GT. OUSE ESTUARY,148190,2,TF,58650,26600,TF5865026600,558650,326600,62M31,GB530503300300,591189,1,GRO001020908P,GRO170108P,TF,58697,26385,TF5869726385,558697,326385,20080902000000,MARINE: PHYTOPLANKTON,MARINE: Surface water sample,National: WATER FRAMEWORK DIRECTIVE: Surveillance monitoring,583865,20080902000000,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,SEDIMENTATION CHAMBER: Sedimentation chamber (algae counts),5.000,Whole Chamber,,NBNSYS0100042333,,,5.000,24.00,Whole Chamber,2600.000,,No
ANGLIAN - CENTRAL,WASH,ESTUARY: Lower section of a river between freshwater limit and the sea,GT. OUSE ESTUARY,148190,2,TF,58650,26600,TF5865026600,558650,326600,62M31,GB530503300300,591189,1,GRO001020908P,GRO170108P,TF,58697,26385,TF5869726385,558697,326385,20080902000000,MARINE: PHYTOPLANKTON,MARINE: Surface water sample,National: WATER FRAMEWORK DIRECTIVE: Surveillance monitoring,583865,20080902000000,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,SEDIMENTATION CHAMBER: Sedimentation chamber (algae counts),5.000,Whole Chamber,,NHMSYS0000558343,,,5.000,24.00,Whole Chamber,3000.000,,No
ANGLIAN - CENTRAL,WASH,ESTUARY: Lower section of a river between freshwater limit and the sea,GT. OUSE ESTUARY,148190,2,TF,58650,26600,TF5865026600,558650,326600,62M31,GB530503300300,591189,1,GRO001020908P,GRO170108P,TF,58697,26385,TF5869726385,558697,326385,20080902000000,MARINE: PHYTOPLANKTON,MARINE: Surface water sample,National: WATER FRAMEWORK DIRECTIVE: Surveillance monitoring,583865,20080902000000,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,SEDIMENTATION CHAMBER: Sedimentation chamber (algae counts),5.000,Whole Chamber,,NHMSYS0000558367,,,5.000,24.00,Whole Chamber,7200.000,,No
ANGLIAN - CENTRAL,WASH,ESTUARY: Lower section of a river between freshwater limit and the sea,GT. OUSE ESTUARY,148190,2,TF,58650,26600,TF5865026600,558650,326600,62M31,GB530503300300,591189,1,GRO001020908P,GRO170108P,TF,58697,26385,TF5869726385,558697,326385,20080902000000,MARINE: PHYTOPLANKTON,MARINE: Surface water sample,National: WATER FRAMEWORK DIRECTIVE: Surveillance monitoring,583865,20080902000000,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,SEDIMENTATION CHAMBER: Sedimentation chamber (algae counts),5.000,Whole Chamber,,NBNSYS0100043231,,,5.000,24.00,Whole Chamber,79200.000,,No
ANGLIAN - CENTRAL,WASH,ESTUARY: Lower section of a river between freshwater limit and the sea,GT. OUSE ESTUARY,148190,2,TF,58650,26600,TF5865026600,558650,326600,62M31,GB530503300300,591189,1,GRO001020908P,GRO170108P,TF,58697,26385,TF5869726385,558697,326385,20080902000000,MARINE: PHYTOPLANKTON,MARINE: Surface water sample,National: WATER FRAMEWORK DIRECTIVE: Surveillance monitoring,583865,20080902000000,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,SEDIMENTATION CHAMBER: Sedimentation chamber (algae counts),5.000,Whole Chamber,,NBNSYS0100044810,,,5.000,24.00,Whole Chamber,7200.000,,No
ANGLIAN - CENTRAL,WASH,ESTUARY: Lower section of a river between freshwater limit and the sea,GT. OUSE ESTUARY,148190,2,TF,58650,26600,TF5865026600,558650,326600,62M31,GB530503300300,591189,1,GRO001020908P,GRO170108P,TF,58697,26385,TF5869726385,558697,326385,20080902000000,MARINE: PHYTOPLANKTON,MARINE: Surface water sample,National: WATER FRAMEWORK DIRECTIVE: Surveillance monitoring,583865,20080902000000,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,SEDIMENTATION CHAMBER: Sedimentation chamber (algae counts),5.000,Whole Chamber,,NBNSYS0100044901,,,5.000,24.00,Whole Chamber,4600.000,,No
ANGLIAN - CENTRAL,WASH,ESTUARY: Lower section of a river between freshwater limit and the sea,GT. OUSE ESTUARY,148190,2,TF,58650,26600,TF5865026600,558650,326600,62M31,GB530503300300,591189,1,GRO001020908P,GRO170108P,TF,58697,26385,TF5869726385,558697,326385,20080902000000,MARINE: PHYTOPLANKTON,MARINE: Surface water sample,National: WATER FRAMEWORK DIRECTIVE: Surveillance monitoring,583865,20080902000000,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,SEDIMENTATION CHAMBER: Sedimentation chamber (algae counts),5.000,Whole Chamber,,NHMSYS0000558099,naked,,5.000,24.00,Whole Chamber,1000.000,,No
ANGLIAN - CENTRAL,WASH,ESTUARY: Lower section of a river between freshwater limit and the sea,GT. OUSE ESTUARY,148190,2,TF,58650,26600,TF5865026600,558650,326600,62M31,GB530503300300,591189,1,GRO001020908P,GRO170108P,TF,58697,26385,TF5869726385,558697,326385,20080902000000,MARINE: PHYTOPLANKTON,MARINE: Surface water sample,National: WATER FRAMEWORK DIRECTIVE: Surveillance monitoring,583865,20080902000000,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,SEDIMENTATION CHAMBER: Sedimentation chamber (algae counts),5.000,Whole Chamber,,NHMSYS0000558099,armoured,,5.000,24.00,Whole Chamber,400.000,,No
ANGLIAN - CENTRAL,WASH,ESTUARY: Lower section of a river between freshwater limit and the sea,GT. OUSE ESTUARY,148190,2,TF,58650,26600,TF5865026600,558650,326600,62M31,GB530503300300,591189,1,GRO001020908P,GRO170108P,TF,58697,26385,TF5869726385,558697,326385,20080902000000,MARINE: PHYTOPLANKTON,MARINE: Surface water sample,National: WATER FRAMEWORK DIRECTIVE: Surveillance monitoring,583865,20080902000000,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,SEDIMENTATION CHAMBER: Sedimentation chamber (algae counts),5.000,Whole Chamber,,NHMSYS0000559357,,,5.000,24.00,Whole Chamber,600.000,,No
ANGLIAN - CENTRAL,WASH,ESTUARY: Lower section of a river between freshwater limit and the sea,GT. OUSE ESTUARY,148190,2,TF,58650,26600,TF5865026600,558650,326600,62M31,GB530503300300,591189,1,GRO001020908P,GRO170108P,TF,58697,26385,TF5869726385,558697,326385,20080902000000,MARINE: PHYTOPLANKTON,MARINE: Surface water sample,National: WATER FRAMEWORK DIRECTIVE: Surveillance monitoring,583865,20080902000000,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,SEDIMENTATION CHAMBER: Sedimentation chamber (algae counts),5.000,Whole Chamber,,NHMSYS0000558504,,,5.000,24.00,Whole Chamber,2800.000,,No
ANGLIAN - CENTRAL,WASH,ESTUARY: Lower section of a river between freshwater limit and the sea,GT. OUSE ESTUARY,148190,2,TF,58650,26600,TF5865026600,558650,326600,62M31,GB530503300300,591189,1,GRO001020908P,GRO170108P,TF,58697,26385,TF5869726385,558697,326385,20080902000000,MARINE: PHYTOPLANKTON,MARINE: Surface water sample,National: WATER FRAMEWORK DIRECTIVE: Surveillance monitoring,583865,20080902000000,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,SEDIMENTATION CHAMBER: Sedimentation chamber (algae counts),5.000,Whole Chamber,,NHMSYS0000559455,,,5.000,24.00,Whole Chamber,400.000,,No
ANGLIAN - CENTRAL,WASH,ESTUARY: Lower section of a river between freshwater limit and the sea,GT. OUSE ESTUARY,148190,2,TF,58650,26600,TF5865026600,558650,326600,62M31,GB530503300300,591189,1,GRO001020908P,GRO170108P,TF,58697,26385,TF5869726385,558697,326385,20080902000000,MARINE: PHYTOPLANKTON,MARINE: Surface water sample,National: WATER FRAMEWORK DIRECTIVE: Surveillance monitoring,583865,20080902000000,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,SEDIMENTATION CHAMBER: Sedimentation chamber (algae counts),5.000,Whole Chamber,,NHMSYS0000558567,,,5.000,24.00,Whole Chamber,1600.000,,No
ANGLIAN - CENTRAL,WASH,ESTUARY: Lower section of a river between freshwater limit and the sea,GT. OUSE ESTUARY,148190,2,TF,58650,26600,TF5865026600,558650,326600,62M31,GB530503300300,591189,1,GRO001020908P,GRO170108P,TF,58697,26385,TF5869726385,558697,326385,20080902000000,MARINE: PHYTOPLANKTON,MARINE: Surface water sample,National: WATER FRAMEWORK DIRECTIVE: Surveillance monitoring,583865,20080902000000,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,SEDIMENTATION CHAMBER: Sedimentation chamber (algae counts),5.000,Whole Chamber,,NHMSYS0000558169,,,5.000,24.00,Whole Chamber,4800.000,,No
ANGLIAN - CENTRAL,WASH,ESTUARY: Lower section of a river between freshwater limit and the sea,GT. OUSE ESTUARY,148190,2,TF,58650,26600,TF5865026600,558650,326600,62M31,GB530503300300,591189,1,GRO001020908P,GRO170108P,TF,58697,26385,TF5869726385,558697,326385,20080902000000,MARINE: PHYTOPLANKTON,MARINE: Surface water sample,National: WATER FRAMEWORK DIRECTIVE: Surveillance monitoring,583865,20080902000000,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,SEDIMENTATION CHAMBER: Sedimentation chamber (algae counts),5.000,Whole Chamber,,NHMSYS0000559743,,,5.000,24.00,Whole Chamber,15200.000,,No
ANGLIAN - CENTRAL,WASH,ESTUARY: Lower section of a river between freshwater limit and the sea,GT. OUSE ESTUARY,148190,2,TF,58650,26600,TF5865026600,558650,326600,62M31,GB530503300300,591189,1,GRO001020908P,GRO170108P,TF,58697,26385,TF5869726385,558697,326385,20080902000000,MARINE: PHYTOPLANKTON,MARINE: Surface water sample,National: WATER FRAMEWORK DIRECTIVE: Surveillance monitoring,583865,20080902000000,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,SEDIMENTATION CHAMBER: Sedimentation chamber (algae counts),5.000,Whole Chamber,,NBNSYS0100050426,,,5.000,24.00,Whole Chamber,2400.000,,No
ANGLIAN - CENTRAL,WASH,ESTUARY: Lower section of a river between freshwater limit and the sea,GT. OUSE ESTUARY,148190,2,TF,58650,26600,TF5865026600,558650,326600,62M31,GB530503300300,591189,1,GRO001020908P,GRO170108P,TF,58697,26385,TF5869726385,558697,326385,20080902000000,MARINE: PHYTOPLANKTON,MARINE: Surface water sample,National: WATER FRAMEWORK DIRECTIVE: Surveillance monitoring,583865,20080902000000,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,SEDIMENTATION CHAMBER: Sedimentation chamber (algae counts),5.000,Whole Chamber,,NHMSYS0000558677,,,5.000,24.00,Whole Chamber,1400.000,,No
ANGLIAN - CENTRAL,WASH,ESTUARY: Lower section of a river between freshwater limit and the sea,GT. OUSE ESTUARY,148190,2,TF,58650,26600,TF5865026600,558650,326600,62M31,GB530503300300,591189,1,GRO001020908P,GRO170108P,TF,58697,26385,TF5869726385,558697,326385,20080902000000,MARINE: PHYTOPLANKTON,MARINE: Surface water sample,National: WATER FRAMEWORK DIRECTIVE: Surveillance monitoring,583865,20080902000000,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,SEDIMENTATION CHAMBER: Sedimentation chamber (algae counts),5.000,Whole Chamber,,NHMSYS0000559884,,,5.000,24.00,Whole Chamber,400.000,,No
ANGLIAN - CENTRAL,WASH,ESTUARY: Lower section of a river between freshwater limit and the sea,GT. OUSE ESTUARY,148190,2,TF,58650,26600,TF5865026600,558650,326600,62M31,GB530503300300,591189,1,GRO001020908P,GRO170108P,TF,58697,26385,TF5869726385,558697,326385,20080902000000,MARINE: PHYTOPLANKTON,MARINE: Surface water sample,National: WATER FRAMEWORK DIRECTIVE: Surveillance monitoring,583865,20080902000000,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,SEDIMENTATION CHAMBER: Sedimentation chamber (algae counts),5.000,Whole Chamber,,NHMSYS0000558724,,,5.000,24.00,Whole Chamber,4000.000,,No
ANGLIAN - CENTRAL,WASH,ESTUARY: Lower section of a river between freshwater limit and the sea,GT. OUSE ESTUARY,148190,2,TF,58650,26600,TF5865026600,558650,326600,62M31,GB530503300300,591189,1,GRO001020908P,GRO170108P,TF,58697,26385,TF5869726385,558697,326385,20080902000000,MARINE: PHYTOPLANKTON,MARINE: Surface water sample,National: WATER FRAMEWORK DIRECTIVE: Surveillance monitoring,583865,20080902000000,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,SEDIMENTATION CHAMBER: Sedimentation chamber (algae counts),5.000,Whole Chamber,,NBNSYS0100053899,,,5.000,24.00,Whole Chamber,2800.000,,No
ANGLIAN - CENTRAL,WASH,ESTUARY: Lower section of a river between freshwater limit and the sea,GT. OUSE ESTUARY,148190,2,TF,58650,26600,TF5865026600,558650,326600,62M31,GB530503300300,591192,1,GRO001151008P,GRO170108P,TF,58787,26349,TF5878726349,558787,326349,20081015000000,MARINE: PHYTOPLANKTON,MARINE: Surface water sample,National: WATER FRAMEWORK DIRECTIVE: Surveillance monitoring,699618,20150101000000,Not Recorded,Not Recorded,5.000,Not Recorded,,NHMSYS0020749190,,,5.000,24.00,Not Recorded,1.000,,No
ANGLIAN - CENTRAL,WASH,ESTUARY: Lower section of a river between freshwater limit and the sea,GT. OUSE ESTUARY,148190,2,TF,58650,26600,TF5865026600,558650,326600,62M31,GB530503300300,591196,1,GRO001041108P,GRO170108P,TF,58744,26321,TF5874426321,558744,326321,20081104000000,MARINE: PHYTOPLANKTON,MARINE: Surface water sample,National: WATER FRAMEWORK DIRECTIVE: Surveillance monitoring,583869,20081104000000,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,SEDIMENTATION CHAMBER: Sedimentation chamber (algae counts),5.000,Whole Chamber,,NBNSYS0100042333,,,5.000,24.00,Whole Chamber,7600.000,,No
ANGLIAN - CENTRAL,WASH,ESTUARY: Lower section of a river between freshwater limit and the sea,GT. OUSE ESTUARY,148190,2,TF,58650,26600,TF5865026600,558650,326600,62M31,GB530503300300,591196,1,GRO001041108P,GRO170108P,TF,58744,26321,TF5874426321,558744,326321,20081104000000,MARINE: PHYTOPLANKTON,MARINE: Surface water sample,National: WATER FRAMEWORK DIRECTIVE: Surveillance monitoring,583869,20081104000000,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,SEDIMENTATION CHAMBER: Sedimentation chamber (algae counts),5.000,Whole Chamber,,NHMSYS0000558343,,,5.000,24.00,Whole Chamber,200.000,,No
ANGLIAN - CENTRAL,WASH,ESTUARY: Lower section of a river between freshwater limit and the sea,GT. OUSE ESTUARY,148190,2,TF,58650,26600,TF5865026600,558650,326600,62M31,GB530503300300,591196,1,GRO001041108P,GRO170108P,TF,58744,26321,TF5874426321,558744,326321,20081104000000,MARINE: PHYTOPLANKTON,MARINE: Surface water sample,National: WATER FRAMEWORK DIRECTIVE: Surveillance monitoring,583869,20081104000000,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,SEDIMENTATION CHAMBER: Sedimentation chamber (algae counts),5.000,Whole Chamber,,NBNSYS0100043231,,,5.000,24.00,Whole Chamber,200.000,,No
ANGLIAN - CENTRAL,WASH,ESTUARY: Lower section of a river between freshwater limit and the sea,GT. OUSE ESTUARY,148190,2,TF,58650,26600,TF5865026600,558650,326600,62M31,GB530503300300,591196,1,GRO001041108P,GRO170108P,TF,58744,26321,TF5874426321,558744,326321,20081104000000,MARINE: PHYTOPLANKTON,MARINE: Surface water sample,National: WATER FRAMEWORK DIRECTIVE: Surveillance monitoring,583869,20081104000000,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,SEDIMENTATION CHAMBER: Sedimentation chamber (algae counts),5.000,Whole Chamber,,NBNSYS0100044810,,,5.000,24.00,Whole Chamber,1200.000,,No
ANGLIAN - CENTRAL,WASH,ESTUARY: Lower section of a river between freshwater limit and the sea,GT. OUSE ESTUARY,148190,2,TF,58650,26600,TF5865026600,558650,326600,62M31,GB530503300300,591196,1,GRO001041108P,GRO170108P,TF,58744,26321,TF5874426321,558744,326321,20081104000000,MARINE: PHYTOPLANKTON,MARINE: Surface water sample,National: WATER FRAMEWORK DIRECTIVE: Surveillance monitoring,583869,20081104000000,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,SEDIMENTATION CHAMBER: Sedimentation chamber (algae counts),5.000,Whole Chamber,,NHMSYS0000558504,,,5.000,24.00,Whole Chamber,400.000,,No
ANGLIAN - CENTRAL,WASH,ESTUARY: Lower section of a river between freshwater limit and the sea,GT. OUSE ESTUARY,148190,2,TF,58650,26600,TF5865026600,558650,326600,62M31,GB530503300300,591196,1,GRO001041108P,GRO170108P,TF,58744,26321,TF5874426321,558744,326321,20081104000000,MARINE: PHYTOPLANKTON,MARINE: Surface water sample,National: WATER FRAMEWORK DIRECTIVE: Surveillance monitoring,583869,20081104000000,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,SEDIMENTATION CHAMBER: Sedimentation chamber (algae counts),5.000,Whole Chamber,,NHMSYS0000558027,,,5.000,24.00,Whole Chamber,200.000,,No
ANGLIAN - CENTRAL,WASH,ESTUARY: Lower section of a river between freshwater limit and the sea,GT. OUSE ESTUARY,148190,2,TF,58650,26600,TF5865026600,558650,326600,62M31,GB530503300300,591196,1,GRO001041108P,GRO170108P,TF,58744,26321,TF5874426321,558744,326321,20081104000000,MARINE: PHYTOPLANKTON,MARINE: Surface water sample,National: WATER FRAMEWORK DIRECTIVE: Surveillance monitoring,583869,20081104000000,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,SEDIMENTATION CHAMBER: Sedimentation chamber (algae counts),5.000,Whole Chamber,,NHMSYS0000559865,,,5.000,24.00,Whole Chamber,200.000,,No
ANGLIAN - CENTRAL,WASH,ESTUARY: Lower section of a river between freshwater limit and the sea,GT. OUSE ESTUARY,148190,2,TF,58650,26600,TF5865026600,558650,326600,62M31,GB530503300300,591196,1,GRO001041108P,GRO170108P,TF,58744,26321,TF5874426321,558744,326321,20081104000000,MARINE: PHYTOPLANKTON,MARINE: Surface water sample,National: WATER FRAMEWORK DIRECTIVE: Surveillance monitoring,583869,20081104000000,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,SEDIMENTATION CHAMBER: Sedimentation chamber (algae counts),5.000,Whole Chamber,,NHMSYS0000558706,,,5.000,24.00,Whole Chamber,1000.000,,No
ANGLIAN - CENTRAL,WASH,ESTUARY: Lower section of a river between freshwater limit and the sea,GT. OUSE ESTUARY,148190,2,TF,58650,26600,TF5865026600,558650,326600,62M31,GB530503300300,591196,1,GRO001041108P,GRO170108P,TF,58744,26321,TF5874426321,558744,326321,20081104000000,MARINE: PHYTOPLANKTON,MARINE: Surface water sample,National: WATER FRAMEWORK DIRECTIVE: Surveillance monitoring,583869,20081104000000,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,SEDIMENTATION CHAMBER: Sedimentation chamber (algae counts),5.000,Whole Chamber,,NHMSYS0000558724,,,5.000,24.00,Whole Chamber,200.000,,No
ANGLIAN - CENTRAL,WASH,ESTUARY: Lower section of a river between freshwater limit and the sea,GT. OUSE ESTUARY,148190,2,TF,58650,26600,TF5865026600,558650,326600,62M31,GB530503300300,591196,1,GRO001041108P,GRO170108P,TF,58744,26321,TF5874426321,558744,326321,20081104000000,MARINE: PHYTOPLANKTON,MARINE: Surface water sample,National: WATER FRAMEWORK DIRECTIVE: Surveillance monitoring,583869,20081104000000,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,SEDIMENTATION CHAMBER: Sedimentation chamber (algae counts),5.000,Whole Chamber,,NBNSYS0100052617,,,5.000,24.00,Whole Chamber,800.000,,No
ANGLIAN - CENTRAL,WASH,ESTUARY: Lower section of a river between freshwater limit and the sea,GT. OUSE ESTUARY,148190,2,TF,58650,26600,TF5865026600,558650,326600,62M31,GB530503300300,591200,1,GRO001210109P,GRO210109P,TF,58725,26326,TF5872526326,558725,326326,20090121000000,MARINE: PHYTOPLANKTON,MARINE: Surface water sample,National: WATER FRAMEWORK DIRECTIVE: Surveillance monitoring,699619,20150101000000,Not Recorded,Not Recorded,5.000,Not Recorded,,NHMSYS0020749190,,,5.000,24.00,Not Recorded,1.000,,No
ANGLIAN - CENTRAL,WASH,ESTUARY: Lower section of a river between freshwater limit and the sea,GT. OUSE ESTUARY,148190,2,TF,58650,26600,TF5865026600,558650,326600,62M31,GB530503300300,593861,1,GRO001060209P,GRO210109P,TF,58733,26359,TF5873326359,558733,326359,20090206000000,MARINE: PHYTOPLANKTON,MARINE: Surface water sample,National: WATER FRAMEWORK DIRECTIVE: Surveillance monitoring,585395,20090206000000,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,SEDIMENTATION CHAMBER: Sedimentation chamber (algae counts),5.000,Whole Chamber,,NBNSYS0100042032,,,5.000,24.00,Whole Chamber,400.000,,No
ANGLIAN - CENTRAL,WASH,ESTUARY: Lower section of a river between freshwater limit and the sea,GT. OUSE ESTUARY,148190,2,TF,58650,26600,TF5865026600,558650,326600,62M31,GB530503300300,593861,1,GRO001060209P,GRO210109P,TF,58733,26359,TF5873326359,558733,326359,20090206000000,MARINE: PHYTOPLANKTON,MARINE: Surface water sample,National: WATER FRAMEWORK DIRECTIVE: Surveillance monitoring,585395,20090206000000,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,SEDIMENTATION CHAMBER: Sedimentation chamber (algae counts),5.000,Whole Chamber,,NBNSYS0100042334,,,5.000,24.00,Whole Chamber,2400.000,,No
ANGLIAN - CENTRAL,WASH,ESTUARY: Lower section of a river between freshwater limit and the sea,GT. OUSE ESTUARY,148190,2,TF,58650,26600,TF5865026600,558650,326600,62M31,GB530503300300,593861,1,GRO001060209P,GRO210109P,TF,58733,26359,TF5873326359,558733,326359,20090206000000,MARINE: PHYTOPLANKTON,MARINE: Surface water sample,National: WATER FRAMEWORK DIRECTIVE: Surveillance monitoring,585395,20090206000000,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,SEDIMENTATION CHAMBER: Sedimentation chamber (algae counts),5.000,Whole Chamber,,NBNSYS0100042480,,,5.000,24.00,Whole Chamber,400.000,,No
ANGLIAN - CENTRAL,WASH,ESTUARY: Lower section of a river between freshwater limit and the sea,GT. OUSE ESTUARY,148190,2,TF,58650,26600,TF5865026600,558650,326600,62M31,GB530503300300,593861,1,GRO001060209P,GRO210109P,TF,58733,26359,TF5873326359,558733,326359,20090206000000,MARINE: PHYTOPLANKTON,MARINE: Surface water sample,National: WATER FRAMEWORK DIRECTIVE: Surveillance monitoring,585395,20090206000000,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,SEDIMENTATION CHAMBER: Sedimentation chamber (algae counts),5.000,Whole Chamber,,NBNSYS0100043231,,,5.000,24.00,Whole Chamber,400.000,,No
